current_time_t,time_to_maturity,spot_price
0.0,0.019178082191780823,114661.64872589704
0.00011483881551964564,0.01906324337626118,114624.33209437052
0.00022967763103929129,0.01894840456074153,114468.371039352
0.0003445164465589369,0.018833565745221888,114447.87108231026
0.00045935526207858257,0.01871872692970224,114535.76344608638
0.0005741940775982282,0.018603888114182596,114214.37971163187
0.0006890328931178738,0.01848904929866295,114167.2605952169
0.0008038717086375195,0.018374210483143305,113809.5293170226
0.0009187105241571651,0.018259371667623658,114419.23996526739
0.0010335493396768107,0.018144532852104014,114209.45367203337
0.0011483881551964564,0.018029694036584366,114315.0621992569
0.001263226970716102,0.017914855221064722,114606.94395389117
0.0013780657862357477,0.017800016405545075,113859.36374754309
0.0014929046017553933,0.01768517759002543,114304.32851932138
0.001607743417275039,0.017570338774505784,114340.6273640806
0.0017225822327946846,0.01745549995898614,113950.48141117298
0.0018374210483143303,0.017340661143466492,113785.42448865897
0.001952259863833976,0.01722582232794685,114046.31189368083
0.0020670986793536214,0.0171109835124272,113586.93075556976
0.002181937494873267,0.016996144696907557,112913.00431318917
0.0022967763103929127,0.01688130588138791,113080.16843396745
0.0024116151259125584,0.016766467065868266,112375.78921970248
0.002526453941432204,0.01665162825034862,112343.16768434127
0.0026412927569518497,0.016536789434828975,112264.56254135676
0.0027561315724714953,0.016421950619309327,112067.75579333151
0.002870970387991141,0.016307111803789683,111702.22372256171
0.0029858092035107866,0.016192272988270036,111654.45507712776
0.0031006480190304323,0.016077434172750392,111660.08453169938
0.003215486834550078,0.015962595357230745,111503.21319960388
0.0033303256500697236,0.0158477565417111,111600.95630098454
0.0034451644655893693,0.015732917726191453,111370.35025302875
0.003560003281109015,0.015618078910671808,111830.19185646216
0.0036748420966286606,0.015503240095152162,111140.76204681698
0.0037896809121483062,0.015388401279632516,111492.26922559654
0.003904519727667952,0.01527356246411287,111306.57265488875
0.004019358543187597,0.015158723648593227,111438.36049180596
0.004134197358707243,0.01504388483307358,111821.65028682395
0.004249036174226888,0.014929046017553935,112265.83368037362
0.004363874989746534,0.014814207202034288,112904.32531129506
0.00447871380526618,0.014699368386514644,113008.30305047698
0.004593552620785825,0.014584529570994997,112797.54724605558
0.004708391436305471,0.014469690755475353,113171.20108177247
0.004823230251825117,0.014354851939955705,113091.7559975867
0.004938069067344762,0.014240013124436061,112605.22712940814
0.005052907882864408,0.014125174308916414,113138.47765716621
0.005167746698384054,0.01401033549339677,113463.00319741861
0.005282585513903699,0.013895496677877123,112851.13104888679
0.005397424329423345,0.013780657862357479,112482.33433641952
0.005512263144942991,0.013665819046837831,113570.10053212833
0.005627101960462636,0.013550980231318187,113896.06790319603
0.005741940775982282,0.01343614141579854,113690.05760054788
0.005856779591501928,0.013321302600278896,113712.7739982008
0.005971618407021573,0.013206463784759249,114326.09314935189
0.006086457222541219,0.013091624969239605,113368.36317344144
0.006201296038060865,0.012976786153719957,113230.08306932868
0.00631613485358051,0.012861947338200314,113069.34145965686
0.006430973669100156,0.012747108522680666,113087.95517187743
0.0065458124846198016,0.012632269707161022,113368.47335566906
0.006660651300139447,0.012517430891641375,113544.44545865916
0.006775490115659093,0.012402592076121731,113859.62105108413
0.0068903289311787385,0.012287753260602084,114436.1354228284
0.007005167746698384,0.01217291444508244,114258.83754235377
0.00712000656221803,0.012058075629562792,114132.58496380072
0.0072348453777376755,0.011943236814043148,114258.9137687314
0.007349684193257321,0.011828397998523501,113300.50590569318
0.007464523008776967,0.011713559183003857,113980.14977254946
0.0075793618242966125,0.01159872036748421,112693.21516851557
0.007694200639816258,0.011483881551964566,112600.38335982508
0.007809039455335904,0.011369042736444918,113412.79876073857
0.007923878270855549,0.011254203920925274,113135.23638836948
0.008038717086375194,0.011139365105405629,113977.00104815469
0.00815355590189484,0.011024526289885983,113237.61051451729
0.008268394717414486,0.010909687474366337,113351.92554685558
0.008383233532934131,0.010794848658846692,113619.64434296085
0.008498072348453777,0.010680009843327046,113385.59731916104
0.008612911163973423,0.0105651710278074,114107.58599822856
0.008727749979493068,0.010450332212287755,113856.48311811822
0.008842588795012714,0.010335493396768109,113485.25888683504
0.00895742761053236,0.010220654581248463,114013.22930307877
0.009072266426052005,0.010105815765728818,114458.50588498487
0.00918710524157165,0.009990976950209172,114297.41259157941
0.009301944057091296,0.009876138134689526,113576.20609391568
0.009416782872610942,0.00976129931916988,113367.55983700386
0.009531621688130588,0.009646460503650235,113282.56557053367
0.009646460503650233,0.00953162168813059,113277.8125419005
0.009761299319169879,0.009416782872610944,113275.7294087292
0.009876138134689525,0.009301944057091298,112698.60805414358
0.00999097695020917,0.009187105241571653,112344.79325291207
0.010105815765728816,0.009072266426052007,111879.05210950483
0.010220654581248462,0.008957427610532361,112118.6427332045
0.010335493396768107,0.008842588795012716,112304.34499191941
0.010450332212287753,0.00872774997949307,111542.16035838847
0.010565171027807399,0.008612911163973424,111180.26114435123
0.010680009843327044,0.008498072348453779,111178.26057094536
0.01079484865884669,0.008383233532934133,110431.22046315657
0.010909687474366336,0.008268394717414487,109801.8004140886
0.011024526289885981,0.008153555901894842,110171.27963201745
0.011139365105405627,0.008038717086375196,110056.93721248605
0.011254203920925273,0.00792387827085555,110409.80721423509
0.011369042736444918,0.007809039455335905,111078.60342339378
0.011483881551964564,0.007694200639816259,111106.56156369603
0.01159872036748421,0.007579361824296613,111344.63448058967
0.011713559183003855,0.007464523008776968,111241.032027457
0.011828397998523501,0.007349684193257322,111462.06149715166
0.011943236814043147,0.007234845377737676,111494.2430416197
0.012058075629562792,0.007120006562218031,111727.46463269953
0.012172914445082438,0.007005167746698385,111240.40939442404
0.012287753260602084,0.006890328931178739,111159.72287708746
0.01240259207612173,0.006775490115659094,110578.75633817897
0.012517430891641375,0.006660651300139448,110865.32733550813
0.01263226970716102,0.006545812484619802,111071.03148648102
0.012747108522680666,0.006430973669100157,111167.07507890304
0.012861947338200312,0.006316134853580511,110518.26421110517
0.012976786153719957,0.0062012960380608655,110392.7079191099
0.013091624969239603,0.00608645722254122,110633.72137558211
0.013206463784759249,0.005971618407021574,110507.57151803761
0.013321302600278894,0.0058567795915019285,110806.73054170697
0.01343614141579854,0.005741940775982283,111134.88574861048
0.013550980231318186,0.005627101960462637,111194.67427558241
0.013665819046837831,0.0055122631449429915,111882.90879466003
0.013780657862357477,0.005397424329423346,111771.79996564683
0.013895496677877123,0.0052825855139037,111709.27104181773
0.014010335493396768,0.0051677466983840546,112699.25898797179
0.014125174308916414,0.005052907882864409,112681.1881458211
0.01424001312443606,0.004938069067344763,112226.60199147853
0.014354851939955705,0.004823230251825118,112296.68418380705
0.014469690755475351,0.004708391436305472,112103.43788293327
0.014584529570994997,0.004593552620785826,112734.86312421472
0.014699368386514642,0.004478713805266181,112754.25649805731
0.014814207202034288,0.004363874989746535,112455.33141487344
0.014929046017553934,0.004249036174226889,112082.63055343038
0.01504388483307358,0.004134197358707244,112315.40196023589
